rate,bg_amt,sol_id,ts_cnt,bank_id,bene_br,bg_type,br_code,cust_id,bg_b2kid,bg_class,event_id,pin_code,advn_acid,bank_code,bene_bank,bg_status,city_code,cntr_rate,dt_of_adv,func_code,lchg_time,oper_acid,paysys_id,rate_code,rcre_time,amend_rmks,appl_rules,bg_srl_num,charges_to,close_date,cntry_code,crncy_code,fb_ref_num,fd_ref_num,free_code1,free_code2,free_code3,fwc_sol_id,issue_date,limit_pcnt,nma_key_id,remit_mode,state_code,bg_liab_amt,cntr_bg_ind,invocn_date,limit_b2kid,payable_amt,tran_sol_id,amend_status,bg_adeq_type,bg_perd_days,bg_perd_mths,coll_br_code,counter_rmks,lchg_user_id,nma_key_type,org_recd_flg,rcre_user_id,reference_no,sla_category,transit_perd,bg_carved_amt,coll_corrs_br,dtls_of_chrgs,fin_limit_amt,inw_dc_b2k_id,num_of_amends,purpose_of_bg,recv_corrs_br,reversal_date,bg_expiry_date,cntr_rate_code,coll_bank_code,contingent_amt,cont_liab_acid,effective_date,entity_cre_flg,exp_party_code,invocn_cr_acid,local_corrs_br,reference_date,rmks_for_amend,appl_rules_desc,auto_renew_date,bg_ch_base_rate,bg_ch_oper_rate,bg_mr_base_rate,bg_mr_oper_rate,claim_perd_days,claim_perd_mths,cntr_bg_srl_num,coll_corrs_bank,counter_bg_dtls,fin_limit_crncy,fructified_liab,min_margin_pcnt,recv_corrs_bank,beneficiary_name,beneficiary_type,intend_to_export,local_corrs_bank,other_party_code,claim_expiry_date,final_expiry_date,invocn_lodge_date,invocn_value_date,num_of_int_amends,paysys_free_code1,paysys_free_code2,paysys_free_code3,paysys_free_code4,paysys_free_code5,amend_initiated_by,beneficiary_addr_1,beneficiary_addr_2,date_of_amendissue,import_license_num,instlmnt_freq_type,instlmnt_hldy_stat,limit_id_mandatory,payment_value_date,claim_payable_by_us,purchase_account_id,auto_renew_freq_type,auto_renew_hldy_stat,bg_ch_base_rate_code,bg_ch_oper_rate_code,bg_mr_base_rate_code,bg_mr_oper_rate_code,chrg_calc_value_date,internal_limits_reqd,ovdue_chrg_coll_upto,place_lodgemnt_claim,actual_date_of_shpmnt,auto_renew_next_cycle,contingent_crncy_code,cont_liab_contra_acid,instlmnt_freq_start_dd,instlmnt_freq_week_day,instlmnt_freq_week_num,internal_limit_upd_flg,auto_renew_freq_week_dd,probable_date_of_shpmnt,auto_renew_freq_cal_base,auto_renew_freq_week_day,auto_renew_freq_week_num,forward_contract_ref_num,mtmd_margin_referred_flg,auto_renew_applicable_flg,import_license_expiry_date,islamic_payable_account_id,updated_at
1,6000000.0,22,3,1,,BOAAG,, 22133142,DC132742,APG,BGCHARGES,,,,,Z,,,,R,2014-06-30T11:55:26,22562003,,SEL,2014-06-30T11:08:40,,NONE,2213AG01000003,A,2014-06-30T00:00:00.000000,,NPR,,,,,,,2013-12-31T00:00:00.000000,0,DC132742,,,0.0,N,,DC13960,,22,,,0,6,,,CD0122,22133142.0,,SA0371,,,0,,,,,,1,supply of shirting cloth,,2014-06-30T00:00:00.000000,2014-06-29T00:00:00.000000,,,0.0,22136356,2013-12-31T00:00:00.000000,Y,,2282225,,,,,,0,0,0,0,0,0,,,,,0,,,NEPALESE ARMY,G,,,,2014-06-29T00:00:00.000000,,,,,,,,,,,JANGI ADDA,,,,,,,,,,,,,,,,,,,,,,NPR,22136344,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,30000.0,23,2,1,,BOABB,, 23114400,DC143033,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-01T13:29:02,23562532,,SEL,2014-07-01T11:26:04,,NONE,2314BB01000060,A,2014-07-01T00:00:00.000000,,NPR,,,,,,,2014-03-27T00:00:00.000000,0,DC143033,,,0.0,N,,DC15015,,23,,,4,3,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of neurosurgical instrument,,2014-07-01T00:00:00.000000,2014-06-30T00:00:00.000000,,,0.0,23137441,2014-03-27T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,SAMBARATHI BIBHAG,O,,,,2014-06-30T00:00:00.000000,,,,,,,,,,,PRAPTI JANGI ADDA,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,15000.0,23,3,1,,BOABB,, 23114400,DC143046,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-04T13:08:01,23562532,,SEL,2014-07-04T11:03:48,,NONE,2314BB01000068,A,2014-07-04T00:00:00.000000,,NPR,,,,,,,2014-04-02T00:00:00.000000,0,DC143046,,,0.0,N,,DC15015,,23,,,2,3,,,CD0122,23114400.0,,SA0371,,,0,,,,,,1,supply of infant radiant waimer,,2014-07-04T00:00:00.000000,2014-07-03T00:00:00.000000,,,0.0,23137441,2014-04-02T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,TU TEACHING HOSPITAL,G,,,,2014-07-03T00:00:00.000000,,,,,,,,,,,KATHMANDU,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,25000.0,23,2,1,,BOABB,, 23114400,DC142769,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-06T12:27:12,23562532,,SEL,2014-07-06T11:46:12,,NONE,2314BB01000003,A,2014-07-06T00:00:00.000000,,NPR,,,,,,,2014-01-05T00:00:00.000000,0,DC142769,,,0.0,N,,DC15015,,23,,,182,0,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of synoptophore,,2014-07-06T00:00:00.000000,2014-07-05T00:00:00.000000,,,0.0,23137441,2014-01-05T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NEPAL EYE HOSPITAL,O,,,,2014-07-05T00:00:00.000000,,,,,,,,,,,"TRIPURESWOR, KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,13000.0,23,2,1,,BOABB,, 23114400,DC142861,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-08T12:56:15,23562532,,SEL,2014-07-08T11:03:43,,NONE,2314BB01000007,A,2014-07-08T00:00:00.000000,,NPR,,,,,,,2014-02-04T00:00:00.000000,0,DC142861,,,0.0,N,,DC15015,,23,,,154,0,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of sodium/potassium analyzer,,2014-07-08T00:00:00.000000,2014-07-07T00:00:00.000000,,,0.0,23137441,2014-02-04T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,MARTYR MEMORIAL HOSPITAL,O,,,,2014-07-07T00:00:00.000000,,,,,,,,,,,"KALANKI, KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,2700.0,23,2,1,,BOABB,, 23114400,DC143193,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-13T15:02:53,23562532,,SEL,2014-07-13T12:33:36,,NONE,2314BB01000093,A,2014-07-13T00:00:00.000000,,NPR,,,,,,,2014-05-21T00:00:00.000000,0,DC143193,,,0.0,N,,DC15015,,23,,,153,0,,,SATISHRS,23114400.0,,NAMRATAM,,,0,,,,,,0,sup of ecg machine three channel,,2014-07-13T00:00:00.000000,2014-10-20T00:00:00.000000,,,0.0,23137441,2014-05-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NARAYANI SUB REGIONAL HOSPITAL,O,,,,2014-10-20T00:00:00.000000,,,,,,,,,,,BIRGUNJ,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,7000.0,23,2,1,,BOABB,, 23114400,DC143194,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-13T15:03:26,23562532,,SEL,2014-07-13T12:34:13,,NONE,2314BB01000094,A,2014-07-13T00:00:00.000000,,NPR,,,,,,,2014-05-21T00:00:00.000000,0,DC143194,,,0.0,N,,DC15015,,23,,,153,0,,,SATISHRS,23114400.0,,NAMRATAM,,,0,,,,,,0,supply of electolyte analyser machine,,2014-07-13T00:00:00.000000,2014-10-20T00:00:00.000000,,,0.0,23137441,2014-05-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NARAYANI SUB REGIONAL HOSPITAL,O,,,,2014-10-20T00:00:00.000000,,,,,,,,,,,BIRGUNG,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,13000.0,23,2,1,,BOABB,, 23114400,DC143195,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-13T15:03:47,23562532,,SEL,2014-07-13T12:34:45,,NONE,2314BB01000095,A,2014-07-13T00:00:00.000000,,NPR,,,,,,,2014-05-21T00:00:00.000000,0,DC143195,,,0.0,N,,DC15015,,23,,,153,0,,,SATISHRS,23114400.0,,NAMRATAM,,,0,,,,,,0,sup of c arm ot table,,2014-07-13T00:00:00.000000,2014-10-20T00:00:00.000000,,,0.0,23137441,2014-05-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NARAYANI SUB-REGIONAL HOSPITAL DEV,O,,,,2014-10-20T00:00:00.000000,,,,,,,,,,,BIRGUNJ,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,22000.0,23,2,1,,BOABB,, 23114400,DC143197,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-13T15:04:12,23562532,,SEL,2014-07-13T12:35:44,,NONE,2314BB01000097,A,2014-07-13T00:00:00.000000,,NPR,,,,,,,2014-05-21T00:00:00.000000,0,DC143197,,,0.0,N,,DC15015,,23,,,153,0,,,SATISHRS,23114400.0,,NAMRATAM,,,0,,,,,,0,sup of horizontal auto clave,,2014-07-13T00:00:00.000000,2014-10-20T00:00:00.000000,,,0.0,23137441,2014-05-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NARAYANI SUB REGIONAL HOSPITAL DEV,O,,,,2014-10-20T00:00:00.000000,,,,,,,,,,,BIRGUNJ,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,38000.0,23,2,1,,BOABB,, 23114400,DC143199,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-13T15:04:32,23562532,,SEL,2014-07-13T12:36:23,,NONE,2314BB01000099,A,2014-07-13T00:00:00.000000,,NPR,,,,,,,2014-05-21T00:00:00.000000,0,DC143199,,,0.0,N,,DC15015,,23,,,153,0,,,SATISHRS,23114400.0,,NAMRATAM,,,0,,,,,,0,sup of biochemistry fully automatic,,2014-07-13T00:00:00.000000,2014-10-20T00:00:00.000000,,,0.0,23137441,2014-05-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NARAYANI SUB REGIONAL HOSPITAL,O,,,,2014-10-20T00:00:00.000000,,,,,,,,,,,BIRGUNJ,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,3365000.0,23,2,1,,BOABB,, 23114400,DC131683,BBG,BGCHARGESBB,,,,,Z,KATHM,,,R,2014-07-15T17:21:06,23562532,,SEL,2013-09-04T17:49:50,,NONE,2313BB01000016,A,2014-07-15T00:00:00.000000,NP,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131683,,,0.0,N,,,,23,,,35,0,,,CD0122,23114400.0,,SA0371,,,0,,,,,,0,Supply of Minor Hospital Equipments/Furn,,2014-07-15T00:00:00.000000,2013-09-03T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,DEPARTMENT OF HEALTH SERVICES,O,,,,2013-09-03T00:00:00.000000,,,,,,,,,,,TEKU,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,1135000.0,23,2,1,,BOABB,, 23114400,DC131807,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-15T17:21:46,23562532,,SEL,2013-09-04T17:50:00.000000,,NONE,2313BB01000085,A,2014-07-15T00:00:00.000000,,NPR,,,,,,,2013-08-01T00:00:00.000000,0,DC131807,,,0.0,N,,DC15015,,23,,,34,0,,,CD0122,23114400.0,,SA0371,,,0,,,,,,0,Supply of Hopsital Equipments,,2014-07-15T00:00:00.000000,2013-09-03T00:00:00.000000,,,0.0,23137441,2013-08-01T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,AMDA NEPAL,O,,,,2013-09-03T00:00:00.000000,,,,,,,,,,,LALITPUR,NIC/02/GTEE/69-70/184 BID BOND,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,75000.0,23,2,1,,BOABB,, 23114400,DC131720,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-15T17:22:11,23562532,,SEL,2013-08-23T18:03:14,,NONE,2313BB01000030,A,2014-07-15T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131720,,,0.0,N,,DC15015,,23,,,21,0,,,CD0122,23114400.0,,SA0371,,,0,,,,,,0,Supply of Various Cardioloical Equipment,,2014-07-15T00:00:00.000000,2013-08-20T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,MASTER  GENERAL OF ORDINANCE (AHQ),O,,,,2013-08-20T00:00:00.000000,,,,,,,,,,,BHADRAKALI,NIC02GTEE6970-176,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,146940.0,23,2,1,,BOABB,, 23114400,DC131716,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-15T17:22:51,23562532,,SEL,2013-08-23T18:03:45,,NONE,2313BB01000027,A,2014-07-15T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131716,,,0.0,N,,DC15015,,23,,,21,0,,,CD0122,23114400.0,,SA0371,,,0,,,,,,0,Supply of Articles for Field Hospital FI,,2014-07-15T00:00:00.000000,2013-08-20T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,ADJUTANT GENERAL BRANCH (AHQ),O,,,,2013-08-20T00:00:00.000000,,,,,,,,,,,BHADRAKALI,NIC02GTEE6970-173,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,55752.0,23,2,1,,BOABB,, 23114400,DC142917,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-22T11:59:19,23562532,,SEL,2014-07-22T10:52:22,,NONE,2314BB01000022,A,2014-07-22T00:00:00.000000,,NPR,,,,,,,2014-02-16T00:00:00.000000,0,DC142917,,,0.0,N,,DC15015,,23,,,156,0,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,sup of anaesthasier workstation,,2014-07-22T00:00:00.000000,2014-07-21T00:00:00.000000,,,0.0,23137441,2014-02-16T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,PAROPAKAR MATERNITY AND WOMEN'S HOSPITAL,O,,,,2014-07-21T00:00:00.000000,,,,,,,,,,,KTM,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,80243.0,23,2,1,,BOABB,, 23114400,DC142918,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-22T11:59:37,23562532,,SEL,2014-07-22T10:52:35,,NONE,2314BB01000023,A,2014-07-22T00:00:00.000000,,NPR,,,,,,,2014-02-16T00:00:00.000000,0,DC142918,,,0.0,N,,DC15015,,23,,,156,0,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,su pf coutay machine,,2014-07-22T00:00:00.000000,2014-07-21T00:00:00.000000,,,0.0,23137441,2014-02-16T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,PAROPAKAR MATERNITY HOSPITAL,O,,,,2014-07-21T00:00:00.000000,,,,,,,,,,,KTM,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,118443.0,23,2,1,,BOABB,, 23114400,DC142919,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-22T12:00:19,23562532,,SEL,2014-07-22T10:52:47,,NONE,2314BB01000024,A,2014-07-22T00:00:00.000000,,NPR,,,,,,,2014-02-16T00:00:00.000000,0,DC142919,,,0.0,N,,DC15015,,23,,,156,0,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,sup of bed side monitor,,2014-07-22T00:00:00.000000,2014-07-21T00:00:00.000000,,,0.0,23137441,2014-02-16T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,PAROPAKAR MATERNITY HOSPITAL,O,,,,2014-07-21T00:00:00.000000,,,,,,,,,,,KTM,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,75000.0,23,2,1,,BOABB,, 23114400,DC143021,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-23T11:48:56,23562532,,SEL,2014-07-23T11:12:57,,NONE,2314BB01000053,A,2014-07-23T00:00:00.000000,,NPR,,,,,,,2014-03-24T00:00:00.000000,0,DC143021,,,0.0,N,,DC15015,,23,,,29,3,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of digital xray dr system,,2014-07-23T00:00:00.000000,2014-07-22T00:00:00.000000,,,0.0,23137441,2014-03-24T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NEPAL CANCER HOSPITAL AND RESEARCH CENTE,O,,,,2014-07-22T00:00:00.000000,,,,,,,,,,,"HARISIDDHI, LALITPUR",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,169000.0,23,2,1,,BOABB,, 23114400,DC143022,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-23T11:49:24,23562532,,SEL,2014-07-23T11:13:09,,NONE,2314BB01000054,A,2014-07-23T00:00:00.000000,,NPR,,,,,,,2014-03-24T00:00:00.000000,0,DC143022,,,0.0,N,,DC15015,,23,,,29,3,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of mammigraphy machine,,2014-07-23T00:00:00.000000,2014-07-22T00:00:00.000000,,,0.0,23137441,2014-03-24T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NEPAL CANCER HOSPITAL AND RESEARCH CENTR,O,,,,2014-07-22T00:00:00.000000,,,,,,,,,,,"HATTISAR, LALITPUR",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,40000.0,23,2,1,,BOABB,, 23114400,DC143023,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-23T11:49:51,23562532,,SEL,2014-07-23T11:13:20,,NONE,2314BB01000055,A,2014-07-23T00:00:00.000000,,NPR,,,,,,,2014-03-24T00:00:00.000000,0,DC143023,,,0.0,N,,DC15015,,23,,,29,3,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,,,2014-07-23T00:00:00.000000,2014-07-22T00:00:00.000000,,,0.0,23137441,2014-03-24T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NEPAL CANCER HOSPITAL AND RESEARCH CENTE,O,,,,2014-07-22T00:00:00.000000,,,,,,,,,,,HARISIDDHI LALITPUR,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,48200.0,22,2,1,,BOAPG,, 22133473,DC132163,PBG,BGCHARGESPER,,,,,Z,,,,R,2014-07-24T18:18:56,22562131,,SEL,2014-07-24T11:05:21,,NONE,2213PG01000028,A,2014-07-24T00:00:00.000000,,NPR,,,,,,,2013-08-05T00:00:00.000000,0,DC132163,,,0.0,N,,DC14338,,22,,,19,11,,,CD0122,22133473.0,,SA0371,,,0,,,,,,0,Supply of Solar Panel 75 Watt,,2014-07-24T00:00:00.000000,2014-07-23T00:00:00.000000,,,0.0,22136354,2013-08-05T00:00:00.000000,Y,,2282225,,,,,,0,0,0,0,0,0,,,,,0,,,NEPALESE POLICE HEADQUARTER,G,,,,2014-07-23T00:00:00.000000,,,,,,,,,,,"NAXAL,KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,22136342,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,45000.0,23,2,1,,BOABB,, 23114400,DC143013,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-25T13:27:39,23562532,,SEL,2014-07-25T12:42:24,,NONE,2314BB01000049,A,2014-07-25T00:00:00.000000,,NPR,,,,,,,2014-03-21T00:00:00.000000,0,DC143013,,,0.0,N,,DC15015,,23,,,4,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of neuro surgical cranial fixatio,,2014-07-25T00:00:00.000000,2014-07-24T00:00:00.000000,,,0.0,23137441,2014-03-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,SAMBHARATHI BIBHAG PRAPTI,G,,,,2014-07-24T00:00:00.000000,,,,,,,,,,,JANGI ADDA,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,85890.0,23,2,1,,BOABB,, 23114400,DC143014,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-25T13:28:22,23562532,,SEL,2014-07-25T12:42:34,,NONE,2314BB01000050,A,2014-07-25T00:00:00.000000,,NPR,,,,,,,2014-03-21T00:00:00.000000,0,DC143014,,,0.0,N,,DC15015,,23,,,4,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of icu equipment,,2014-07-25T00:00:00.000000,2014-07-24T00:00:00.000000,,,0.0,23137441,2014-03-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,SAMBHARRATHI BIBHAG PRAPTI,G,,,,2014-07-24T00:00:00.000000,,,,,,,,,,,JANGI ADDA,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,75000.0,23,2,1,,BOABB,, 23114400,DC143015,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-25T13:28:41,23562532,,SEL,2014-07-25T12:42:43,,NONE,2314BB01000051,A,2014-07-25T00:00:00.000000,,NPR,,,,,,,2014-03-21T00:00:00.000000,0,DC143015,,,0.0,N,,DC15015,,23,,,4,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of neurosurgical drill machine,,2014-07-25T00:00:00.000000,2014-07-24T00:00:00.000000,,,0.0,23137441,2014-03-21T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,SAMBHARATHI BIBHAG PRAPTI,G,,,,2014-07-24T00:00:00.000000,,,,,,,,,,,JANGI ADDA,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,62500.0,23,2,1,,BOABB,, 23114400,DC143029,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-27T14:56:14,23562532,,SEL,2014-07-27T10:42:40,,NONE,2314BB01000056,A,2014-07-27T00:00:00.000000,,NPR,,,,,,,2014-03-27T00:00:00.000000,0,DC143029,,,0.0,N,,DC15015,,23,,,0,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of anaesthesia machine with works,,2014-07-27T00:00:00.000000,2014-07-26T00:00:00.000000,,,0.0,23137441,2014-03-27T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,KATHMANDU MEDICAL COLLEGE PUBLIC LIMITED,O,,,,2014-07-26T00:00:00.000000,,,,,,,,,,,"SINAMANGAL, KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,100000.0,23,2,1,,BOABB,, 23114400,DC143030,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-27T18:51:41,23562532,,SEL,2014-07-27T10:42:54,,NONE,2314BB01000057,A,2014-07-27T00:00:00.000000,,NPR,,,,,,,2014-03-27T00:00:00.000000,0,DC143030,,,0.0,N,,DC15015,,23,,,0,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of eye laser,,2014-07-27T00:00:00.000000,2014-07-26T00:00:00.000000,,,0.0,23137441,2014-03-27T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,KATHMANDU MEDICAL COLLEGE PUBLIC LIMITED,O,,,,2014-07-26T00:00:00.000000,,,,,,,,,,,"SINAMANGAL, KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,250000.0,23,2,1,,BOABB,, 23114400,DC143031,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-27T18:52:06,23562532,,SEL,2014-07-27T10:43:08,,NONE,2314BB01000058,A,2014-07-27T00:00:00.000000,,NPR,,,,,,,2014-03-27T00:00:00.000000,0,DC143031,,,0.0,N,,DC15015,,23,,,0,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of ultrasonic dissector,,2014-07-27T00:00:00.000000,2014-07-26T00:00:00.000000,,,0.0,23137441,2014-03-27T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,KATHMANDU MEDICAL COLLEGE PUBLIC LIMITED,O,,,,2014-07-26T00:00:00.000000,,,,,,,,,,,"SINAMANGAL, KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,75000.0,23,2,1,,BOABB,, 23114400,DC143032,BBG,BGCHARGESBB,,,,,Z,,,,R,2014-07-27T18:52:23,23562532,,SEL,2014-07-27T10:43:23,,NONE,2314BB01000059,A,2014-07-27T00:00:00.000000,,NPR,,,,,,,2014-03-27T00:00:00.000000,0,DC143032,,,0.0,N,,DC15015,,23,,,0,4,,,SATISHRS,23114400.0,,SA0371,,,0,,,,,,0,supply of cr system,,2014-07-27T00:00:00.000000,2014-07-26T00:00:00.000000,,,0.0,23137441,2014-03-27T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,KATHMANDU MEDICAL COLLEGE PUBLIC LIMITED,O,,,,2014-07-26T00:00:00.000000,,,,,,,,,,,"SINAMANGAL, KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
