id,type,status,message,activity_date,customer_login_id,updated_at
3977,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:28:02'), member1=None)",160,2024-08-07 07:05:23.765
3978,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:30:34'), member1=None)",154,2024-08-07 07:05:23.765
3979,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:31:18'), member1=None)",160,2024-08-07 07:05:23.765
3980,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:32:15'), member1=None)",196,2024-08-07 07:05:23.765
3981,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:33:19'), member1=None)",154,2024-08-07 07:05:23.765
3982,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:33:28'), member1=None)",196,2024-08-07 07:05:23.765
3983,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:33:37'), member1=None)",154,2024-08-07 07:05:23.765
3984,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:33:49'), member1=None)",154,2024-08-07 07:05:23.765
3985,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:34:06'), member1=None)",154,2024-08-07 07:05:23.765
3986,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:34:16'), member1=None)",163,2024-08-07 07:05:23.765
3987,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:34:58'), member1=None)",170,2024-08-07 07:05:23.765
3988,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:36:36'), member1=None)",158,2024-08-07 07:05:23.765
3989,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:38:00'), member1=None)",154,2024-08-07 07:05:23.765
3990,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:38:27'), member1=None)",188,2024-08-07 07:05:23.765
3991,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:39:08'), member1=None)",188,2024-08-07 07:05:23.765
3992,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:39:21'), member1=None)",188,2024-08-07 07:05:23.765
3993,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:39:30'), member1=None)",161,2024-08-07 07:05:23.765
3994,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:42:01'), member1=None)",212,2024-08-07 07:05:23.765
3995,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:43:15'), member1=None)",159,2024-08-07 07:05:23.765
3996,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:43:42'), member1=None)",160,2024-08-07 07:05:23.765
3997,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:44:59'), member1=None)",159,2024-08-07 07:05:23.765
3998,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:46:51'), member1=None)",161,2024-08-07 07:05:23.765
3999,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:48:53'), member1=None)",154,2024-08-07 07:05:23.765
4000,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:49:08'), member1=None)",158,2024-08-07 07:05:23.765
4001,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:49:33'), member1=None)",191,2024-08-07 07:05:23.765
4002,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:51:48'), member1=None)",135,2024-08-07 07:05:23.765
4003,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:53:21'), member1=None)",158,2024-08-07 07:05:23.765
4004,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:53:22'), member1=None)",161,2024-08-07 07:05:23.765
4005,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:53:46'), member1=None)",161,2024-08-07 07:05:23.765
4006,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:53:51'), member1=None)",154,2024-08-07 07:05:23.765
4007,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:55:40'), member1=None)",135,2024-08-07 07:05:23.765
4008,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:56:27'), member1=None)",158,2024-08-07 07:05:23.765
4009,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:57:29'), member1=None)",188,2024-08-07 07:05:23.765
4010,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:57:39'), member1=None)",154,2024-08-07 07:05:23.765
4011,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:57:43'), member1=None)",188,2024-08-07 07:05:23.765
4012,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:59:09'), member1=None)",154,2024-08-07 07:05:23.765
4013,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 04:59:10'), member1=None)",161,2024-08-07 07:05:23.765
4014,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:00:01'), member1=None)",154,2024-08-07 07:05:23.765
4015,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:00:30'), member1=None)",154,2024-08-07 07:05:23.765
4016,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:00:53'), member1=None)",161,2024-08-07 07:05:23.765
4017,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:00:54'), member1=None)",170,2024-08-07 07:05:23.765
4018,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:02:00'), member1=None)",161,2024-08-07 07:05:23.765
4019,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:02:04'), member1=None)",158,2024-08-07 07:05:23.765
4020,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:02:17'), member1=None)",191,2024-08-07 07:05:23.765
4021,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:03:27'), member1=None)",196,2024-08-07 07:05:23.765
4022,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:05:07'), member1=None)",161,2024-08-07 07:05:23.765
4023,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:05:18'), member1=None)",148,2024-08-07 07:05:23.765
4024,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:05:25'), member1=None)",161,2024-08-07 07:05:23.765
4025,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:05:59'), member1=None)",154,2024-08-07 07:05:23.765
4026,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:07:13'), member1=None)",164,2024-08-07 07:05:23.765
4027,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:08:01'), member1=None)",216,2024-08-07 07:05:23.765
4028,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:12:23'), member1=None)",154,2024-08-07 07:05:23.765
4029,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:13:10'), member1=None)",154,2024-08-07 07:05:23.765
4030,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:13:36'), member1=None)",154,2024-08-07 07:05:23.765
4031,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:13:58'), member1=None)",191,2024-08-07 07:05:23.765
4032,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:15:04'), member1=None)",170,2024-08-07 07:05:23.765
4033,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:15:29'), member1=None)",160,2024-08-07 07:05:23.765
4034,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 05:20:08'), member1=None)",191,2024-08-07 07:05:23.765
4035,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:20:32'), member1=None)",189,2024-08-07 07:05:23.765
4036,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 05:21:44'), member1=None)",189,2024-08-07 07:05:23.765
4037,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:22:05'), member1=None)",163,2024-08-07 07:05:23.765
4038,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 05:27:00'), member1=None)",163,2024-08-07 07:05:23.765
4039,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:27:10'), member1=None)",170,2024-08-07 07:05:23.765
4040,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:27:24'), member1=None)",189,2024-08-07 07:05:23.765
4041,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 05:27:35'), member1=None)",189,2024-08-07 07:05:23.765
4042,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:27:52'), member1=None)",154,2024-08-07 07:05:23.765
4043,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:28:25'), member1=None)",160,2024-08-07 07:05:23.765
4044,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:28:26'), member1=None)",158,2024-08-07 07:05:23.765
4045,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:28:53'), member1=None)",135,2024-08-07 07:05:23.765
4046,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:35:00'), member1=None)",154,2024-08-07 07:05:23.765
4047,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:37:37'), member1=None)",161,2024-08-07 07:05:23.765
4048,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:38:25'), member1=None)",217,2024-08-07 07:05:23.765
4049,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:38:39'), member1=None)",135,2024-08-07 07:05:23.765
4050,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:40:55'), member1=None)",196,2024-08-07 07:05:23.765
4051,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:41:23'), member1=None)",191,2024-08-07 07:05:23.765
4052,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:42:20'), member1=None)",154,2024-08-07 07:05:23.765
4053,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:43:16'), member1=None)",135,2024-08-07 07:05:23.765
4054,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:49:11'), member1=None)",161,2024-08-07 07:05:23.765
4055,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:50:40'), member1=None)",135,2024-08-07 07:05:23.765
4056,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:51:45'), member1=None)",170,2024-08-07 07:05:23.765
4057,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:58:37'), member1=None)",196,2024-08-07 07:05:23.765
4058,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 05:58:42'), member1=None)",161,2024-08-07 07:05:23.765
4059,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 06:04:20'), member1=None)",154,2024-08-07 07:05:23.765
4060,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 06:04:49'), member1=None)",154,2024-08-07 07:05:23.765
4061,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 22:31:30'), member1=None)",160,2024-08-07 07:05:23.765
4062,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 22:46:55'), member1=None)",188,2024-08-07 07:05:23.765
4063,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 22:47:52'), member1=None)",154,2024-08-07 07:05:23.765
4064,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 22:48:35'), member1=None)",170,2024-08-07 07:05:23.765
4065,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 22:56:36'), member1=None)",154,2024-08-07 07:05:23.765
4066,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:00:06'), member1=None)",150,2024-08-07 07:05:23.765
4067,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:01:08'), member1=None)",170,2024-08-07 07:05:23.765
4068,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:02:35'), member1=None)",170,2024-08-07 07:05:23.765
4069,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:03:51'), member1=None)",170,2024-08-07 07:05:23.765
4070,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:04:28'), member1=None)",170,2024-08-07 07:05:23.765
4071,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:05:23'), member1=None)",170,2024-08-07 07:05:23.765
4072,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:08:12'), member1=None)",170,2024-08-07 07:05:23.765
4073,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:08:59'), member1=None)",170,2024-08-07 07:05:23.765
4074,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:11:25'), member1=None)",161,2024-08-07 07:05:23.765
4075,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:13:15'), member1=None)",170,2024-08-07 07:05:23.765
4076,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:14:15'), member1=None)",161,2024-08-07 07:05:23.765
4077,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:14:28'), member1=None)",154,2024-08-07 07:05:23.765
4078,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:15:41'), member1=None)",161,2024-08-07 07:05:23.765
4079,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:17:42'), member1=None)",170,2024-08-07 07:05:23.765
4080,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:18:02'), member1=None)",188,2024-08-07 07:05:23.765
4081,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:19:17'), member1=None)",188,2024-08-07 07:05:23.765
4082,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:20:16'), member1=None)",154,2024-08-07 07:05:23.765
4083,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:20:22'), member1=None)",188,2024-08-07 07:05:23.765
4084,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:20:26'), member1=None)",218,2024-08-07 07:05:23.765
4085,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:21:01'), member1=None)",170,2024-08-07 07:05:23.765
4086,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:22:23'), member1=None)",170,2024-08-07 07:05:23.765
4087,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:26:04'), member1=None)",218,2024-08-07 07:05:23.765
4088,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:26:15'), member1=None)",188,2024-08-07 07:05:23.765
4089,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:26:37'), member1=None)",150,2024-08-07 07:05:23.765
4090,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:26:38'), member1=None)",170,2024-08-07 07:05:23.765
4091,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:26:51'), member1=None)",148,2024-08-07 07:05:23.765
4092,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:28:56'), member1=None)",170,2024-08-07 07:05:23.765
4093,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:29:06'), member1=None)",170,2024-08-07 07:05:23.765
4094,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:30:02'), member1=None)",154,2024-08-07 07:05:23.765
4095,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:30:13'), member1=None)",154,2024-08-07 07:05:23.765
4096,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:30:41'), member1=None)",170,2024-08-07 07:05:23.765
4097,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:31:01'), member1=None)",219,2024-08-07 07:05:23.765
4098,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:31:38'), member1=None)",144,2024-08-07 07:05:23.765
4099,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:32:36'), member1=None)",170,2024-08-07 07:05:23.765
4100,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:33:02'), member1=None)",170,2024-08-07 07:05:23.765
4101,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:33:03'), member1=None)",161,2024-08-07 07:05:23.765
4102,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:34:26'), member1=None)",161,2024-08-07 07:05:23.765
4103,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:34:33'), member1=None)",170,2024-08-07 07:05:23.765
4104,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:36:11'), member1=None)",219,2024-08-07 07:05:23.765
4105,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:36:35'), member1=None)",170,2024-08-07 07:05:23.765
4106,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:37:04'), member1=None)",154,2024-08-07 07:05:23.765
4107,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:37:12'), member1=None)",154,2024-08-07 07:05:23.765
4108,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:37:13'), member1=None)",170,2024-08-07 07:05:23.765
4109,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:37:39'), member1=None)",154,2024-08-07 07:05:23.765
4110,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:38:10'), member1=None)",144,2024-08-07 07:05:23.765
4111,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:38:31'), member1=None)",218,2024-08-07 07:05:23.765
4112,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:38:54'), member1=None)",219,2024-08-07 07:05:23.765
4113,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:39:14'), member1=None)",219,2024-08-07 07:05:23.765
4114,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:39:40'), member1=None)",154,2024-08-07 07:05:23.765
4115,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:40:07'), member1=None)",219,2024-08-07 07:05:23.765
4116,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:41:11'), member1=None)",199,2024-08-07 07:05:23.765
4117,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:41:29'), member1=None)",199,2024-08-07 07:05:23.765
4118,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:43:34'), member1=None)",144,2024-08-07 07:05:23.765
4119,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-12 23:48:41'), member1=None)",144,2024-08-07 07:05:23.765
4120,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:49:22'), member1=None)",170,2024-08-07 07:05:23.765
4121,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:49:43'), member1=None)",154,2024-08-07 07:05:23.765
4122,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-12 23:50:39'), member1=None)",188,2024-08-07 07:05:23.765
4123,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:00:19'), member1=None)",219,2024-08-07 07:05:23.765
4124,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:00:56'), member1=None)",144,2024-08-07 07:05:23.765
4125,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:01:15'), member1=None)",144,2024-08-07 07:05:23.765
4126,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:01:39'), member1=None)",219,2024-08-07 07:05:23.765
4127,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:04:53'), member1=None)",219,2024-08-07 07:05:23.765
4128,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:07:38'), member1=None)",158,2024-08-07 07:05:23.765
4129,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:07:50'), member1=None)",219,2024-08-07 07:05:23.765
4130,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:07:51'), member1=None)",158,2024-08-07 07:05:23.765
4131,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:08:16'), member1=None)",158,2024-08-07 07:05:23.765
4132,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:08:20'), member1=None)",219,2024-08-07 07:05:23.765
4133,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:09:28'), member1=None)",219,2024-08-07 07:05:23.765
4134,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:10:12'), member1=None)",219,2024-08-07 07:05:23.765
4135,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:15:31'), member1=None)",191,2024-08-07 07:05:23.765
4136,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:26:02'), member1=None)",219,2024-08-07 07:05:23.765
4137,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:29:26'), member1=None)",191,2024-08-07 07:05:23.765
4138,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:35:05'), member1=None)",219,2024-08-07 07:05:23.765
4139,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:35:16'), member1=None)",191,2024-08-07 07:05:23.765
4140,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:35:18'), member1=None)",219,2024-08-07 07:05:23.765
4141,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:35:29'), member1=None)",219,2024-08-07 07:05:23.765
4142,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:38:14'), member1=None)",219,2024-08-07 07:05:23.765
4143,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:38:27'), member1=None)",219,2024-08-07 07:05:23.765
4144,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:44:30'), member1=None)",219,2024-08-07 07:05:23.765
4145,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:44:54'), member1=None)",219,2024-08-07 07:05:23.765
4146,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:45:28'), member1=None)",191,2024-08-07 07:05:23.765
4147,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 00:48:27'), member1=None)",219,2024-08-07 07:05:23.765
4148,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:48:39'), member1=None)",219,2024-08-07 07:05:23.765
4149,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 00:58:23'), member1=None)",191,2024-08-07 07:05:23.765
4150,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:04:55'), member1=None)",219,2024-08-07 07:05:23.765
4151,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 01:05:45'), member1=None)",219,2024-08-07 07:05:23.765
4152,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:06:00'), member1=None)",219,2024-08-07 07:05:23.765
4153,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:09:24'), member1=None)",219,2024-08-07 07:05:23.765
4154,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:11:17'), member1=None)",191,2024-08-07 07:05:23.765
4155,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 01:12:07'), member1=None)",219,2024-08-07 07:05:23.765
4156,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:12:30'), member1=None)",219,2024-08-07 07:05:23.765
4157,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 01:13:47'), member1=None)",191,2024-08-07 07:05:23.765
4158,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:14:05'), member1=None)",144,2024-08-07 07:05:23.765
4159,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:30:22'), member1=None)",191,2024-08-07 07:05:23.765
4160,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:40:25'), member1=None)",188,2024-08-07 07:05:23.765
4161,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 01:43:04'), member1=None)",188,2024-08-07 07:05:23.765
4162,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:44:03'), member1=None)",170,2024-08-07 07:05:23.765
4163,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:53:08'), member1=None)",170,2024-08-07 07:05:23.765
4164,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 01:59:54'), member1=None)",188,2024-08-07 07:05:23.765
4165,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:02:52'), member1=None)",154,2024-08-07 07:05:23.765
4166,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:03:24'), member1=None)",188,2024-08-07 07:05:23.765
4167,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:08:46'), member1=None)",170,2024-08-07 07:05:23.765
4168,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:08:51'), member1=None)",170,2024-08-07 07:05:23.765
4169,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:09:02'), member1=None)",170,2024-08-07 07:05:23.765
4170,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:10:56'), member1=None)",154,2024-08-07 07:05:23.765
4171,LOGOUT,Y,Logged out successfully.,"Row(member0=Timestamp('2022-04-13 02:14:52'), member1=None)",170,2024-08-07 07:05:23.765
4172,LOGIN,Y,Logged in successfully.,"Row(member0=Timestamp('2022-04-13 02:15:05'), member1=None)",216,2024-08-07 07:05:23.765
