id,channel,is_used,module_id,booking_id,feature_id,merchant_id,request_type,requested_date,customer_login_id,txn_initiate_type,accessible_channel_id,updated_at
587,MOBILE,Y,,19fOV7BLJSyb5L7McsvpCXub3uSkA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-05-31 17:24:02'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
588,MOBILE,Y,,evH/lHa0gN3gkcwrVhYvsy3URBINg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-05-31 17:25:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
589,MOBILE,Y,,IosY=iHwSSE2/Y+MCaxXUdG0Fd2BA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-05-31 17:57:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
590,MOBILE,Y,,jxhS0S5bVTxPTC4gLEUwfVVkO3/iQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-05-31 19:46:03'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
591,MOBILE,Y,,hWV0lG3GYGFp4X62b9HMspxT7qrfg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-01 15:30:03'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
592,MOBILE,Y,,8xGs7IHR9aTb5+vqoTmDsX5dzdWEA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-01 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
593,MOBILE,Y,,R9xPiTOTjcNiUibbs2jkjWC6p9E/A==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-01 17:24:05'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
594,MOBILE,Y,,,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-01 17:25:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
595,MOBILE,Y,,boMNveIk91xriJEwcJVjkzQV5gL+A==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-01 17:57:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
596,MOBILE,Y,,qIaY/WplR6JsrQTfaDLYUTaYUE1/g==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-01 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
597,MOBILE,Y,,QUe2625VaPdKrdgaNV7iS+y1p5ySA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-02 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
598,MOBILE,Y,,GAqKC=okYZVkhinHFUBZC/qqVyf4g==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-02 17:57:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
599,MOBILE,Y,,ZhMhLro69VOoq3aLzOm6V53i59z1Q==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-03 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
600,MOBILE,Y,,TeIZfVMXD8vP4XXKDocrHxyP4bwcw==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-03 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
601,MOBILE,Y,,YckJWYOm7TR2g3rlXOeabeXHz++QA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-03 17:24:06'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
602,MOBILE,Y,,k90RlchRSii3aXXoO3R9jJJMK1L1g==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-03 17:25:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
603,MOBILE,Y,,Q9HMWr0AfEqwv14VggHFU0hJxR6DQ==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-03 17:57:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
604,MOBILE,Y,,A9Wfal+sBcrchmSBcONBm9jn1AfyA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-03 19:46:02'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
605,MOBILE,Y,,eWXEOhtXjMZF51MWr/pJskLHA5zrA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-04 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
606,MOBILE,Y,,6Y7MMp1r9WcgjvkPyo9L0pB++miHA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-04 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
607,MOBILE,Y,,TPoZPud/svLtljjHiGdD1Z6BNZteA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-04 17:24:07'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
608,MOBILE,Y,,MvNLzzT9JW2vSFwDNnlb3nGWoxtnA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-04 17:25:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
609,MOBILE,Y,,yl883=NZmqUV7f7FFsZY+B9tTunLQ==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-04 17:57:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
610,MOBILE,Y,,OLRIuWSRoFqtaXKlHLymkgTlMdcpA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-04 19:46:06'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
611,MOBILE,Y,,3rhVaLG/AuajDrU7RZiJncAA43kzg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-05 15:30:04'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
612,MOBILE,Y,,qGxBXA4Pgd9sXHn0cagXsDnneWq+Q==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-05 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
613,MOBILE,Y,,cXZz4iQoPudKsWMUXxcNZy7tN1Qfg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-05 17:24:05'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
614,MOBILE,Y,,,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-05 17:25:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
615,MOBILE,Y,,gGWaq=1oKTjvQhHnhRG5PSsMSwreg==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-05 17:57:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
616,MOBILE,Y,,JlV46c7iVpdUnaZpI9Vjg9t/dk/rw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-05 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
617,MOBILE,Y,,OyXekhKa6/UVqLdrdRVgObvV4A7Ew==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-06 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
618,MOBILE,Y,,ZBVPGnMBRNPsMCFpHk16HyN6ZNcGg==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-06 15:30:08'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
619,MOBILE,Y,,op=WN9mtztPBCCWXV3lqJYkBut/Mw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-06 17:24:03'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
620,MOBILE,Y,,gqQh=r/ymnDy2lgz1JmUB6VOKYpOQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-06 17:25:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
621,MOBILE,Y,,7N2zC=eMYNK1uhzStUgJYWQwA/umA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-06 17:57:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
622,MOBILE,Y,,hdVSpVPYIYj9Ub1oz0rgq1ERZxXmg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-06 19:46:03'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
623,MOBILE,Y,,MiDHQI+hw73kODh8C+1Q77+ZDNOOw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-07 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
624,MOBILE,Y,,LVD96esvNqCF20uE4ZQma1yo9vr1g==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-07 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
625,MOBILE,Y,,,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-07 17:24:02'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
626,MOBILE,Y,,v/bBRbuwacpDlcJTnzJqJ9HlxhOqw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-07 17:25:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
627,MOBILE,Y,,UIdtClQ/feEsdGsP8YPpL7yMgeYZA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-07 17:57:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
628,MOBILE,Y,,Hg6TMTdeIBtl3l7a/JM+1XHeF1daQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-07 19:46:03'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
629,MOBILE,Y,,iqjKIXmVyvLV5rx+TjlhV+MnyJ+jg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-08 15:30:04'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
630,MOBILE,Y,,YePokvebTdaVnAAQTrBpg+gaBEVKg==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-08 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
631,MOBILE,Y,,zmcWyipDJ+hJVtfAIZF6R2gpQk7Rg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-08 17:24:06'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
632,MOBILE,Y,,y8FKLOuSu+AJrgzZczQr90Js9Lztg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-08 17:25:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
633,MOBILE,Y,,39IT=VTcKc9QqmvYC2z3knreHM1yA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-08 17:57:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
634,MOBILE,Y,,FIVvh34Ts118u1DxNhibV7EYE0C8w==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-08 19:46:02'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
635,MOBILE,Y,,WG9A35m4BMBARO9Rp2IXc+tykBYlA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-09 15:30:03'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
636,MOBILE,Y,,stpvOVHoreC1GsKa8ENRZj2SeQQhQ==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-09 15:30:04'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
637,MOBILE,Y,,NMDLByADqVw+I3/+ipVYFyoaufI1A==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-09 17:24:04'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
638,MOBILE,Y,,NinyeE7vW8zkSYUpo9mn6tYiChUKw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-09 17:25:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
639,MOBILE,Y,,,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-09 17:57:01'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
640,MOBILE,Y,,hjFECsTHbp8/mqMuzgXY9YIjkyjyw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-09 19:46:04'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
641,MOBILE,Y,,,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-10 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
642,MOBILE,Y,,j4kfiBSMA/uwQfA3SjoiqTC7tiTiA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-10 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
643,MOBILE,Y,,qEaq3aeq5EHX4ILNMVu31bHb3O/iQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-10 17:24:02'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
644,MOBILE,Y,,eeughuEnJQRk7SoYEsGCklqnyBOjw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-10 17:25:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
645,MOBILE,Y,,5kuNiH6ywT/NDGxcxcp9if3shv99A==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-10 17:57:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
646,MOBILE,Y,,usxKaTO4XyxsF3Is21ugc6Z2fLynA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-10 19:46:06'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
647,MOBILE,Y,,Y6Nr/0UZGlXZI0wVZdXPuLx7v4cvQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-11 15:30:03'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
648,MOBILE,Y,,Sfpb8+TyCQxcBzXFtQEdTeyuY9i3Q==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-11 15:30:04'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
649,MOBILE,Y,,mW4jlmYSkJmARO5vYNZtpQ0G7S0Xg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-11 17:24:04'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
650,MOBILE,Y,,XdBXWDb8osnjnixpS6zJMvd+aSImg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-11 17:25:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
651,MOBILE,Y,,3jkW+XpaHXLnKhPjJnBK50+3oyRTw==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-11 17:57:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
652,MOBILE,Y,,9To1/0jO08aC9SyPw9mA2131iEKrg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-11 19:46:02'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
653,MOBILE,Y,,Ze3RYkgRiBbYn8VqozylrsGVj2Yvg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-12 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
654,MOBILE,Y,,1Tp+hUrEKPxc0n2cSAUE2hVv5N11A==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-12 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
655,MOBILE,Y,,SCshNKb/4uI5qCYtXZioSfe2F8WaA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-12 17:24:06'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
656,MOBILE,Y,,747uTocpfYyZ8536By2Nlj0W2wS3Q==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-12 17:25:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
657,MOBILE,Y,,Ms1G8YUW1xkIZuNnlrz7g1GhMpzdA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-12 17:57:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
658,MOBILE,Y,,NmQTjsDzCsdBqyJ/5wDv0a1quQzHA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-12 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
659,MOBILE,Y,,14mKjtJs4iSyLf1r5oJ98nMymymRg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-13 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
660,MOBILE,Y,,9x6e3nNdxyjHHYSn03QmgITsIjfoQ==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-13 15:30:08'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
661,MOBILE,Y,,VVlRDbteda6DQdM6cwgDPpdMk71ZA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-13 17:24:03'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
662,MOBILE,Y,,qtvmdi4B3o1hP3uYlSAXmtqxy0yKQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-13 17:25:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
663,MOBILE,Y,,dvkSJNREsbNPrveR5n3q3F/LAyq7w==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-13 17:57:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
664,MOBILE,Y,,iK8vmSjGa0F6tyqzdoEVa9UR4vddg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-13 19:46:02'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
665,MOBILE,Y,,yFUySYVNP1sj3/dm/dLYwsxa7SmTA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-14 15:30:04'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
666,MOBILE,Y,,psSkkc2JAoGVD53fEWRDtBQbroIMA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-14 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
667,MOBILE,Y,,qluDiseukPA8wZOOsLJunMvb0F0hA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-14 17:24:06'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
668,MOBILE,Y,,RVWkHymV7qoL4VqjPedo6CGWKvFMA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-14 17:25:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
669,MOBILE,Y,,Omh9b4x2qinYgIZjFqFpbOUdNGGJw==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-14 17:57:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
670,MOBILE,Y,,VoIdx=urEas63QYXliXxabL2zN/HA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-14 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
671,MOBILE,Y,,RIRI2th4g+KI5+9v2WB2nwB0C25NQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-15 15:30:03'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
672,MOBILE,Y,,CaTvLt+LECtYYRsR1F5F5uXCJ0Glg==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-15 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
673,MOBILE,Y,,PVle0Pm6Ya5qpA7VkAivHH1N72DTA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-15 17:24:05'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
674,MOBILE,Y,,ehrbeXBzzx/mYLKXJcvk9cfrFwm6Q==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-15 17:25:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
675,MOBILE,Y,,c=DjOt0YJYp35dN2bTBNFTufY1o1g==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-15 17:57:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
676,MOBILE,Y,,fxhlMpzLLl/JRSOASXdt8MNpryqYA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-15 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
677,MOBILE,Y,,qA7nqyy3zX3tfRHJo9cBO0mRyYaQQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-16 15:30:03'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
678,MOBILE,Y,,3q=1pPL03HuMD07HkmW70OnNxmeTA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-16 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
679,MOBILE,Y,,/IQpSdkN9tqdrpvV+fp+HLkA4vRvQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-16 17:24:05'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
680,MOBILE,Y,,qnFSET29646iBEQdDvUoHecSN8qqg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-16 17:25:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
681,MOBILE,Y,,YyqBOxJA6fZNAR7X0NzllyGEmjPKQ==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-16 17:57:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
682,MOBILE,Y,,auAC355KQIWittlPaReE1/lBzObSg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-16 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
683,MOBILE,Y,,WuKpVkr0UXAprIBDo4Vsx36GgSLFQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-17 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
684,MOBILE,Y,,jIo80l6av0lPUXM9y5T7iS/oGZVJQ==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-17 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
685,MOBILE,Y,,/vboZfMmI60zBhtcobg4f3py144uA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-17 17:24:02'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
686,MOBILE,Y,,bRfkg9EnTKuEGXLZmxdxkuDvuB9AA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-17 17:25:06'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
687,MOBILE,Y,,iMacPscexwgWmftElR2O/jse5sYJw==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-17 17:57:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
688,MOBILE,Y,,mNq0tUasSWm0gV49d6MdzJdeLb+ZQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-17 19:46:02'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
689,MOBILE,Y,,t5DADzSJuHlWSl2WzaFs/xtd2ajVQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-18 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
690,MOBILE,Y,,dD1zW8bv6MmFHIIRdaLeFCKs1rXbQ==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-18 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
691,MOBILE,Y,,QjyH+G/hdFokZl7/QcUxfaChVWPig==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-18 17:24:06'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
692,MOBILE,Y,,89fimAJMKqCTDv6H4RF8eKo90DXQw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-18 17:25:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
693,MOBILE,Y,,XPbkm30k8d9B1fsIywCab8zKS2PkA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-18 17:57:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
694,MOBILE,Y,,ovlDkm1ukpuuivvFyNO1aO1Psfa+Q==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-18 19:46:05'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
695,MOBILE,Y,,Stuhfh43yX9LHUqOuUj9cN3YFJljQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-19 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
696,MOBILE,Y,,bqdebMEsHAQLXUoNXXRx38HQU9Qfg==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-19 15:30:08'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
697,MOBILE,Y,,Z4sVUzeEvl+3sYTB8dfls9PrSyjkA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-19 17:24:03'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
698,MOBILE,Y,,J7cXrhBRfV5EuxrMjfe6DCIgBm5JQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-19 17:25:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
699,MOBILE,Y,,Y2L8oPDyHUpmrMrFdzZzehlHCB3WA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-19 17:57:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
700,MOBILE,Y,,a95CDyJBw4HzzyeIcA7qJjODq4srw==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-19 19:46:03'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
701,MOBILE,Y,,jxe/FG=jYrV+0G+f72oL0st6Cre9A==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-20 15:30:04'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
702,MOBILE,Y,,UAy/Lkj6jcLBVc5kT9dAaId2BSHaQ==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-20 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
703,MOBILE,Y,,UO10cfsaKp4iBfpud0/o4SwsQOuIg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-20 17:24:05'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
704,MOBILE,Y,,CKVzAL/FljIQAASkBzkA/9S/GZsHA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-20 17:25:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
705,MOBILE,Y,,aL7B4qsTlnJ75KhSsm6VYqtcAAHlQ==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-20 17:57:03'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
706,MOBILE,Y,,qN+CbWBZFk0eForTltsimqi1gFbEA==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-20 19:46:04'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
707,MOBILE,Y,,9PcCa=j09NiK7LoeexfnyEucyiaoQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-21 15:30:05'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
708,MOBILE,Y,,dJHSXoeqt+SnWyPqEUKdKcwt3+RXg==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-21 15:30:07'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
709,MOBILE,Y,,iJPgCbfb3rfzYuYTuptLKC1rFHHRg==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-21 17:24:01'), member1=None)",229,,2.0,2024-08-07 07:05:28.893
710,MOBILE,Y,,MKFGgl8KymwHJNscZ2bGSj6sYg7fQ==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-21 17:25:05'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
711,MOBILE,Y,,FHEJPl1d7ePLEqbBvAt7JZ6lm/b3Q==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-21 17:57:04'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
712,MOBILE,Y,,hXgY8qFEP98a3P222ee88pJcECo8A==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-21 19:46:06'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
713,MOBILE,Y,,VuiMuYZZt+yca8FORyrJltopKsLcA==,4.0,3.0,NORMAL,"Row(member0=Timestamp('2022-06-22 15:30:06'), member1=None)",219,,2.0,2024-08-07 07:05:28.893
714,MOBILE,Y,,bFmhVytBf0OPWL8N4iYpJjK3dsJRA==,4.0,1.0,NORMAL,"Row(member0=Timestamp('2022-06-22 17:57:02'), member1=None)",161,,2.0,2024-08-07 07:05:28.893
715,MOBILE,Y,,GTSv2qOPChoQRQNDeh2ShIV4Zui4Q==,5.0,,NORMAL,"Row(member0=Timestamp('2022-06-22 19:46:02'), member1=None)",194,,2.0,2024-08-07 07:05:28.893
