id,active,added_by,added_date,migration_id,login_blocked,login_channel,last_login_date,request_attempt,last_modified_by,login_block_date,login_block_mode,customer_login_id,last_modified_date,login_block_remarks,accessible_channel_id,old_login_access_channel_id,updated_at
662,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,440,,,1,,2024-08-07 07:05:24.452
663,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,441,,,1,,2024-08-07 07:05:24.452
664,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,442,,,1,,2024-08-07 07:05:24.452
665,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,443,,,1,,2024-08-07 07:05:24.452
666,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,444,,,1,,2024-08-07 07:05:24.452
667,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,445,,,1,,2024-08-07 07:05:24.452
668,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,446,,,1,,2024-08-07 07:05:24.452
669,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,447,,,1,,2024-08-07 07:05:24.452
670,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,448,,,1,,2024-08-07 07:05:24.452
671,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,449,,,1,,2024-08-07 07:05:24.452
672,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,450,,,1,,2024-08-07 07:05:24.452
673,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,451,,,1,,2024-08-07 07:05:24.452
674,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,452,,,1,,2024-08-07 07:05:24.452
675,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,453,,,1,,2024-08-07 07:05:24.452
676,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,454,,,1,,2024-08-07 07:05:24.452
677,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,455,,,1,,2024-08-07 07:05:24.452
678,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,456,,,1,,2024-08-07 07:05:24.452
679,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,457,,,1,,2024-08-07 07:05:24.452
680,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,458,,,1,,2024-08-07 07:05:24.452
681,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,459,,,1,,2024-08-07 07:05:24.452
682,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,460,,,1,,2024-08-07 07:05:24.452
683,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,461,,,1,,2024-08-07 07:05:24.452
684,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,462,,,1,,2024-08-07 07:05:24.452
685,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,463,,,1,,2024-08-07 07:05:24.452
686,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,464,,,1,,2024-08-07 07:05:24.452
687,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,465,,,1,,2024-08-07 07:05:24.452
688,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,466,,,1,,2024-08-07 07:05:24.452
689,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,467,,,1,,2024-08-07 07:05:24.452
690,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,468,,,1,,2024-08-07 07:05:24.452
691,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,469,,,1,,2024-08-07 07:05:24.452
692,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,470,,,1,,2024-08-07 07:05:24.452
693,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,471,,,1,,2024-08-07 07:05:24.452
694,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,472,,,1,,2024-08-07 07:05:24.452
695,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,473,,,1,,2024-08-07 07:05:24.452
696,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,474,,,1,,2024-08-07 07:05:24.452
697,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,475,,,1,,2024-08-07 07:05:24.452
698,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,476,,,1,,2024-08-07 07:05:24.452
699,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,477,,,1,,2024-08-07 07:05:24.452
700,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,478,,,1,,2024-08-07 07:05:24.452
701,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,479,,,1,,2024-08-07 07:05:24.452
702,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,480,,,1,,2024-08-07 07:05:24.452
703,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,481,,,1,,2024-08-07 07:05:24.452
704,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,482,,,1,,2024-08-07 07:05:24.452
705,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,483,,,1,,2024-08-07 07:05:24.452
706,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,484,,,1,,2024-08-07 07:05:24.452
707,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,485,,,1,,2024-08-07 07:05:24.452
708,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,486,,,1,,2024-08-07 07:05:24.452
709,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,487,,,1,,2024-08-07 07:05:24.452
710,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,488,,,1,,2024-08-07 07:05:24.452
711,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,489,,,1,,2024-08-07 07:05:24.452
712,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,490,,,1,,2024-08-07 07:05:24.452
713,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,491,,,1,,2024-08-07 07:05:24.452
714,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,492,,,1,,2024-08-07 07:05:24.452
715,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,493,,,1,,2024-08-07 07:05:24.452
716,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,494,,,1,,2024-08-07 07:05:24.452
717,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,495,,,1,,2024-08-07 07:05:24.452
718,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,496,,,1,,2024-08-07 07:05:24.452
719,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,497,,,1,,2024-08-07 07:05:24.452
720,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,498,,,1,,2024-08-07 07:05:24.452
721,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,499,,,1,,2024-08-07 07:05:24.452
722,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,500,,,1,,2024-08-07 07:05:24.452
723,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,501,,,1,,2024-08-07 07:05:24.452
724,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,502,,,1,,2024-08-07 07:05:24.452
725,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,503,,,1,,2024-08-07 07:05:24.452
726,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,504,,,1,,2024-08-07 07:05:24.452
727,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,505,,,1,,2024-08-07 07:05:24.452
728,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,506,,,1,,2024-08-07 07:05:24.452
729,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,507,,,1,,2024-08-07 07:05:24.452
730,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,508,,,1,,2024-08-07 07:05:24.452
731,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,509,,,1,,2024-08-07 07:05:24.452
732,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,510,,,1,,2024-08-07 07:05:24.452
733,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,511,,,1,,2024-08-07 07:05:24.452
734,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,512,,,1,,2024-08-07 07:05:24.452
735,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,513,,,1,,2024-08-07 07:05:24.452
736,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,514,,,1,,2024-08-07 07:05:24.452
737,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,515,,,1,,2024-08-07 07:05:24.452
738,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,516,,,1,,2024-08-07 07:05:24.452
739,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,517,,,1,,2024-08-07 07:05:24.452
740,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,518,,,1,,2024-08-07 07:05:24.452
741,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,519,,,1,,2024-08-07 07:05:24.452
742,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,520,,,1,,2024-08-07 07:05:24.452
743,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,521,,,1,,2024-08-07 07:05:24.452
744,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,522,,,1,,2024-08-07 07:05:24.452
745,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,523,,,1,,2024-08-07 07:05:24.452
746,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,524,,,1,,2024-08-07 07:05:24.452
747,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,525,,,1,,2024-08-07 07:05:24.452
748,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,526,,,1,,2024-08-07 07:05:24.452
749,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,527,,,1,,2024-08-07 07:05:24.452
750,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,528,,,1,,2024-08-07 07:05:24.452
751,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,529,,,1,,2024-08-07 07:05:24.452
752,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,530,,,1,,2024-08-07 07:05:24.452
753,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,531,,,1,,2024-08-07 07:05:24.452
754,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,532,,,1,,2024-08-07 07:05:24.452
755,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,533,,,1,,2024-08-07 07:05:24.452
756,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,534,,,1,,2024-08-07 07:05:24.452
757,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,535,,,1,,2024-08-07 07:05:24.452
758,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,536,,,1,,2024-08-07 07:05:24.452
759,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,537,,,1,,2024-08-07 07:05:24.452
760,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,538,,,1,,2024-08-07 07:05:24.452
761,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,539,,,1,,2024-08-07 07:05:24.452
762,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,540,,,1,,2024-08-07 07:05:24.452
763,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,541,,,1,,2024-08-07 07:05:24.452
764,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,542,,,1,,2024-08-07 07:05:24.452
765,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,543,,,1,,2024-08-07 07:05:24.452
766,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,544,,,1,,2024-08-07 07:05:24.452
767,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,545,,,1,,2024-08-07 07:05:24.452
768,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,546,,,1,,2024-08-07 07:05:24.452
769,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,547,,,1,,2024-08-07 07:05:24.452
770,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,548,,,1,,2024-08-07 07:05:24.452
771,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,549,,,1,,2024-08-07 07:05:24.452
772,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,550,,,1,,2024-08-07 07:05:24.452
773,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,551,,,1,,2024-08-07 07:05:24.452
774,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,552,,,1,,2024-08-07 07:05:24.452
775,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,553,,,1,,2024-08-07 07:05:24.452
776,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,554,,,1,,2024-08-07 07:05:24.452
777,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,555,,,1,,2024-08-07 07:05:24.452
778,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,556,,,1,,2024-08-07 07:05:24.452
779,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,557,,,1,,2024-08-07 07:05:24.452
780,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,558,,,1,,2024-08-07 07:05:24.452
781,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,559,,,1,,2024-08-07 07:05:24.452
782,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,560,,,1,,2024-08-07 07:05:24.452
783,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,561,,,1,,2024-08-07 07:05:24.452
784,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,562,,,1,,2024-08-07 07:05:24.452
785,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,563,,,1,,2024-08-07 07:05:24.452
786,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,564,,,1,,2024-08-07 07:05:24.452
787,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,565,,,1,,2024-08-07 07:05:24.452
788,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,566,,,1,,2024-08-07 07:05:24.452
789,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,567,,,1,,2024-08-07 07:05:24.452
790,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,568,,,1,,2024-08-07 07:05:24.452
791,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,569,,,1,,2024-08-07 07:05:24.452
792,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,570,,,1,,2024-08-07 07:05:24.452
793,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,571,,,1,,2024-08-07 07:05:24.452
794,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,572,,,1,,2024-08-07 07:05:24.452
795,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,573,,,1,,2024-08-07 07:05:24.452
796,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,574,,,1,,2024-08-07 07:05:24.452
797,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,575,,,1,,2024-08-07 07:05:24.452
798,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,576,,,1,,2024-08-07 07:05:24.452
799,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,577,,,1,,2024-08-07 07:05:24.452
800,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,578,,,1,,2024-08-07 07:05:24.452
801,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,579,,,1,,2024-08-07 07:05:24.452
802,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,580,,,1,,2024-08-07 07:05:24.452
803,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,581,,,1,,2024-08-07 07:05:24.452
804,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,582,,,1,,2024-08-07 07:05:24.452
805,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,583,,,1,,2024-08-07 07:05:24.452
806,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,584,,,1,,2024-08-07 07:05:24.452
807,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,585,,,1,,2024-08-07 07:05:24.452
808,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,586,,,1,,2024-08-07 07:05:24.452
809,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,587,,,1,,2024-08-07 07:05:24.452
810,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,588,,,1,,2024-08-07 07:05:24.452
811,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,589,,,1,,2024-08-07 07:05:24.452
812,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,590,,,1,,2024-08-07 07:05:24.452
813,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,591,,,1,,2024-08-07 07:05:24.452
814,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,592,,,1,,2024-08-07 07:05:24.452
815,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,593,,,1,,2024-08-07 07:05:24.452
816,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,594,,,1,,2024-08-07 07:05:24.452
817,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,595,,,1,,2024-08-07 07:05:24.452
818,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,596,,,1,,2024-08-07 07:05:24.452
819,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,597,,,1,,2024-08-07 07:05:24.452
820,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,598,,,1,,2024-08-07 07:05:24.452
821,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,599,,,1,,2024-08-07 07:05:24.452
822,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,600,,,1,,2024-08-07 07:05:24.452
823,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,601,,,1,,2024-08-07 07:05:24.452
824,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,602,,,1,,2024-08-07 07:05:24.452
825,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,603,,,1,,2024-08-07 07:05:24.452
826,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,604,,,1,,2024-08-07 07:05:24.452
827,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,605,,,1,,2024-08-07 07:05:24.452
828,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,606,,,1,,2024-08-07 07:05:24.452
829,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,607,,,1,,2024-08-07 07:05:24.452
830,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,608,,,1,,2024-08-07 07:05:24.452
831,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,609,,,1,,2024-08-07 07:05:24.452
832,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,610,,,1,,2024-08-07 07:05:24.452
833,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,611,,,1,,2024-08-07 07:05:24.452
834,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,612,,,1,,2024-08-07 07:05:24.452
835,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,613,,,1,,2024-08-07 07:05:24.452
836,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,614,,,1,,2024-08-07 07:05:24.452
837,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,615,,,1,,2024-08-07 07:05:24.452
838,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,616,,,1,,2024-08-07 07:05:24.452
839,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,617,,,1,,2024-08-07 07:05:24.452
840,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,618,,,1,,2024-08-07 07:05:24.452
841,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,619,,,1,,2024-08-07 07:05:24.452
842,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,620,,,1,,2024-08-07 07:05:24.452
843,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,621,,,1,,2024-08-07 07:05:24.452
844,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,622,,,1,,2024-08-07 07:05:24.452
845,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,623,,,1,,2024-08-07 07:05:24.452
846,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,624,,,1,,2024-08-07 07:05:24.452
847,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,625,,,1,,2024-08-07 07:05:24.452
848,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,626,,,1,,2024-08-07 07:05:24.452
849,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,627,,,1,,2024-08-07 07:05:24.452
850,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,628,,,1,,2024-08-07 07:05:24.452
851,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,629,,,1,,2024-08-07 07:05:24.452
852,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,630,,,1,,2024-08-07 07:05:24.452
853,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,631,,,1,,2024-08-07 07:05:24.452
